hc_drug_name
AB Kit 200mg+200mcg
Anreb 25mg
Anreb 50mg
Anreb PLUS 12.5mg+50mg
Anreb PLUS 12.5mg+100mg
Anril 400mcg
Anril 50mg/10ml
Anril SR 2.6mg
Anset 4mg/5ml
Anset 8mg
Anset 16mg
Anset 4mg
Anset 8mg/4ml
Anset OFT 4mg
AnsuPen
Ansulin 30/70 100IU
Ansulin 30/70 40IU/ml
Ansulin 30/70 100IU/ml
Ansulin 50/50 100IU/ml
Ansulin 50/50 100IU/ml
Ansulin N 100IU/ml
Ansulin R 100IU/ml
Ansulin R 40IU/ml
Ansulin R 100IU/ml
Ansulin R 100IU/ml
Antacid 
Antacid Max 
Antradox 
Antage
Antaluk 10 10mg
Antameal 250mg+400mg
Antanil 250mg+400mg
Antanil 200mg+125mg/5ml
Antanil PLUS 400mg+400mg+30ml
Antanil PLUS 200mg+400mg+30mg
Antazol 0.05%
Antazol 0.1%
Antazol 0.1%
Antazol 0.05% 0.05%
Antazol PLUS
Antepsin 1gm
Anthel 400mg
Anthisan 20mg/gm
Anti-R 150mg
Antial 12 12mg
Antial 4 4mg
Antial 8 8mg
Antif 125mg/1.2ml
Antif 125mg/5ml
Antif 250mg
Antif 500mg
Antif DS 250mg/5ml
Antigall 150 150mg
Antigall 300 300mg
Antigrain 500mcg
Antigrain TS 1.5mg
Antima 100mg/5ml
Antima 200mg
Antima 400mg
Antinos
Antipen 10mg
Antiplet 75mg
Antipro 200mg/5ml
Antipro 400mg
Antismin 2mg/5ml
Antison 500mcg+10mg
Antista 2mg/5ml
Antiva 10mg
Antivenom 6.7ml/vial
Antivert 50mg
Antixa 2.5mg
Antixa 5mg
Antogin ER 500 500mg
Antoris MR 35 mg
Antox 6mg+200mg+50mg
Antrenex 5mg
Antrenex 1% 10mg/ml
Antrenyl 5mg
Antrin 10mg
Antuss 
Antuss Plus 
Anustat 
Anuva 50mg
Anvert 25mg+50mg
Anxicon 500mcg+10mg
Anxino 0.5mg+10mg
Anxio 3mg
Anxionil 3mg
Anxirel 3mg
Anxitol 500mcg+10mg
Anxopam 3mg
Anzet FC 0.5+10mg
Anzitor 10mg
Anzitor 20mg
Anzitor 40mg
Anzole 200mg/5ml
Anzole 400mg
APN IV
APT 75mg
Apagrel 10mg
Apagrel 5mg
Apain 50mg
Apain 75mg/3ml
Apain MS 75mg+200mcg
Apain Plus 
Apain TR 100mg
Apalene 0.1%
Apaluda 60mg
Aparkin 50mg+12.5mg
Aparkin 100mg+25mg
Aparkin 200mg+50mg
Apcard 50mg
Apcetrim
Apcocid 
Apdox 100 
Apeclo 100mg
Apeclo SR 200mg
Apedom 10mg
Apedom 5mg/5ml
Apedrox 
Apefol TR 
Apegestrol 160mg
Apemilast 10mg
Apemilast 30mg
Apetiz 160mg
Apetiz 40mg/ml
Apetryl 200mg/5ml
Apetryl 400mg
Apevit
Apevit B
Apevit B
Apevit M
Apevit Z
"Aphanate 250 IU, 500 IU"
Aphrin 125mg/1.2ml
Aphrin 500mg
Aphrin IV/ IM 1gm/vial
Aphrin IV/IM 500mg/vial
Aphrin PFS 125mg/5ml
Apiban 2.5mg
Apiban 5mg
Apidex 1mg/ml
Apidone 10mg
Apidone 5mg/5ml
Apidra 100unit/ml
Apidra Solostar 100IU/ml
Apilac 10mg
Apilast 10mg
Apimox 125mg/5ml
Apimox 250mg
Apimox 500mg
Apimox 100mg
Apirent 20%
Apit 40mg
Apit-160 160 mg
Apitac 100mg
Apitone 200mg/5ml
Apixa 2.5mg
Apixa 5mg
Apixan 2.5 2.5mg
Apixan 5 5mg
Aplex
Apnac 50mg
Apnac SR 100mg
Apocal-D 500mg+200IU
Apocal-DM
Apodin
Apodin 10% w/v
Apoket 10mg
Apoxy 250mg
Apoxy 500mg
Apoxy 125mg/5ml
Apoxyclav 500mg+125mg
Apoxyclav PFS
Apozyth 500mg
Babiz
Baby Saline IV
Baby Zinc 20mg
Baby Saline
Babykion 2mg/.+0.2ml
Babysol IV 
Babysol JUNIOR IV 
Bacaid 10 10mg
Bacaid 5 5mg
Bacben 10mg
Bacifen 10mg
Bacilex 200mg
Backtone 10mg
Backtone 25mg
Baclax 10 10mg
Baclium 10mg
Baclobac 5mg
Baclobac 10mg
Baclof 5mg
Baclof 10mg
Baclofen 10mg
Bacloflex 10mg
Baclomark 10mg
Baclomax 10mg
Baclon 10mg
Baclon 100mg/100ml
Baclon 5mg
Bacmax 10mg
Bacmax 5mg
Bacmax 100mg/100ml
Bacnil 500mg
Bacofen 10mg
Bacofen 5mg
Bacron 2%
Bacspa 10 10mg
Bactab 10mg
Bactacef 500mg
Bactacef 125mg/5ml
Bactacef DS 250/5ml
Bactamox 125mg/1.2ml
Bactamox 125mg/5ml
Bactamox 250mg/vial
Bactamox 500mg/vial
Bactamox 250mg
Bactamox 500mg
Bactamox IM/IV 250mg/vial
Bactamox IM/IV 500mg/vial
Bactazim 100mg/5ml
Bactazim 200mg
Bactazim 400 400mg
Bactiflox 250mg
Bactiflox 500mg
Bactikil 125mg/5ml
Bactikil 500mg
Bactikil 250mg
Bactin 300mg/100ml
Bactin 300mg/100mg
Bactin 250mg
Bactin 500mg
Bactin 750mg
Bactin 200mg/100ml
Bactin 250mg/5ml
Bactin D 300mg+100mg/100ml
Bactin HC 300mg+1gm
Bactipen 1000 IV 1mg/vial
Bactipen 500 IV 500mg/vial
Bactipront
Bactipront DS
Bactipront P-120 120mg
Bactocycline 250mg
Bactoderm 2%
Bactokil 100mg/5gm
Bactol 4.8%
Bactovate
Bactriben 100mg/5mg
Bactrocin 2% 100mg/5mg
Bactropen 2% w/w
Bacticef IV 1gm
Bacticef IV 2gm
Bacticef IV 500mg
Balancia 500mg
Balo 5mg
Balo10 10mg
Baloflu 20mg
Baloflu 40mg
Balovir 40mg
Baloxa 20mg
Baloxa 40mg
Bambelor 10mg
Bambelor 20mg
Bambelor 5mg/5ml
Bambutol 10mg
Bambutol 20mg
Bangay 
Bangay Ultra 
Banistyl 20mg
Bantovet 0.1%
Bantovet -CL 0.1%+1%
Bantovet-N 0.1%+ 0.5%
Banxyt 0.5mg+10mg
Barbipan 30mg
Barbipan 60mg
Barbit 20mg/5ml
Barbit 200mg/ml
Barbit 30 30mg
Barbit 60 60mg
Barcavir 0.5 0.5mg
Barcavir 1 1mg
Baricent 2mg
Baricit 2mg
Baricit 4mg
Barif 40mg
Barizen 2mg
Barinib 2mg
Barinix 2mg
Baritinib 2mg
Baritor 2mg
Barixen 2mg
Barri 4mg
Bazoka 5mg+20mg
BC Card 5mg+50mg
Bdflox 500mg
Bdflox 125mg/5ml
BEPOST 1.5%
BET CL 0.05%+1%
Bec 6mg+200mg+50mg
Bec PLUS
Beclocort 100 100mcg
Beclod 100mcg
Beclod 200mcg
Beclomet 50mcg/spray
Beclomet HFA 100mcg
Beclomet HFA 250mcg
Becloven 10mg
Becloven 5mg
Becnox M
Becobin
Beconex
Beconex HP
Beconex ZI 30ml/50ml
Becoral D 500mg+ 200IU
Becoral DX 600mg+400IU
Becoson
Becoson M
Becospray 5mcg/spray
Becosules
Becosules GLOD
Becovent HFA 100mcg/Metered Inhalation
Becovir 300mg
Bederm 50mg/100gm
Bedline 150mg
Bedom 10mg
Bedom 5mg/5ml
Beflam 400mg
Beforte
Beforte M
Beforte Z
Began 20mfg+ 500mg
Beklo 5mg/5ml
Beklo 10 10mg
Beklo 25 25mg
Beklo 5 5mg
Belas 20mg
Belinta 90mg
Belinta 60mg
Belocef 125mg/1.25ml
Becocef 125mg/5ml
Becocef 250 250mg
Becocef 500 500mg
Becocef DS 250 250mg/5ml
Belopid 180mg
Belox 250mg
Belox 500mg
Belox 125mg/5ml
Beloxin 500mg
Belsar 20 20mg
Belsar 40 40mg
Bempid 180mg
Bemvas 180mg
Ben-A 400mg
Bem A 200mg/5ml
Ben-A 200mg
Ben-Kof
Bena-Flu 12.5mg/5ml
Benadip 10/20 
Benadip 5/10 5mg+10mg
Benadip 5/20 5mg+20mg
Benalgin 120mg/5ml
Benalgin PLUS 500mg+65mg
Benalgin XR 665mg
Benazin 25mg
Benazin 12.5mg
Bencart 200mg+250mg
Benda DS 400mg
Bendafolin 200mg/20ml
Bendamax 25mg/vial
Bendex 100mg/5ml
Bendex 100mg
Bendex 500mg
Bendil 20mg+1mg/gm
Bendopa 50mg+ 12.5mg
Bendopa 25mg+100mg
Benfast 400mg
Benfloxin 500mg
Benformin 850 850mg
Benidon 10mg
Benidon 5mg/5ml
Benkill 250 250mg
Benkill CV 500mg+125mg
Benkill CV 250mg+62.5mg
Benlor 5 5mg
Benmet 200mg/5ml
Benmet 400mg
Benocef 125mg/5ml
Benocef 250 250mg
Benosol 25%
Benostar Mouthwash 250ml
Benoxiclin 5mg+ 1gm/100gm
Benoxil 500mg
Benoxil 125mg/5ml
Benozol 1%
Benozol BR 1%+ 0.2%
Benprox 250mg/5ml
Benprox 500 500mg
Benprox 750 750mg
Benquil 7.5mg
Bensal 6%+3%
Bentid 150mg
Bentol 1%
Benvit B
Benvit M
Benvit-Z
Benz-24 400mg
Benzac 4%
Benzalic 60mg+30mg/gm
Benzapen 12 lac IU
Benzenoid 1.5 1.5mg
Benzenod 4.5 4.5mg
Benzit 500mcg+10mg
Benzith 500mg
Benzith 200mg/5ml
Benzol 200mg/5ml
Benzol 400mg
Benzopam 3mg
Benzyl 1.25gm/5ml
Beconac 50mg
Bepogen 1.5gm/100ml
Bepol 120mg/5ml
Bepol PLUS 500mg+65mg
Bepotas 1.5%
Berdinal 200mg/ml
Berdinal 30mg
Beridom 10mg
Beridom 5mg/5ml
Besectil 20mg
Besibac .6gm/100ml
Besiflox 0.6%
Besigen 0.6gm/100ml
Besiven 0.6%
Besixin 0.6% 6gm/100ml
Besone 0.1%
Besone N
Bestal
Bestcef 100mg/5ml
Bestcef 200mg
Bestcef 400mg
Bestcef FOrte 200mg/5ml
Bestcol 10mg
Bestcol 5mg
Bestcol 20mg
Bester 0.15%
Bestron 20mg+450mcg
Bet CL 0.1%+1%
BEt-A 0.10%
BEt-A 500mcg
Bet CG 
Beta A 0.01%
Betabis 2.5mg
Betabis 5mg
Betabis 10mg
Batabis Plus 2.5mg+6.25mg
Betabis Plus 5mg+6.25mg
Betabis-A 2.5/5 5mg+2.5mg
Betaccal 5/50 5mg+50mg
Betacap TR 40mg
Betacard 50mg
Betacin N 100mg+500mg/100ml
Betalox 250mg
Betacor 2.5 2.5mg
Betacor 5 5mg
Betacor AM 2.5/5 5mg+2.5mg
Betacor HZ 2.5mg+6.25mg
Betacor HZ 5mg+6.25mg
Betacor 10 10mg
Betaderm 0.01%
Betaderm N 0.1%+0.5%
Betadine
Betadine Germicide Gargle 1mg/100ml
Betadine Sol
Betadine Standardised
Betadine Surgical Scrub
Betafix 2.5mg
Betafix 5mg
Betafix 10mg
Betafix AM 2.5mg+5mg
Betafix Plus 2.5/6.25 2.5mg+6.25mg
Betafix Plus 2.5/6.25 5mg+6.25mg
Betagan 0.5%
Betaloc 25mg
Betaloc 50mg
Betaloc 1mg/ml
Betaloc XR 100mg
Betaloc XR 50mg
Betamesal 0.50mg+30mg/gm
Betamesal Scalp Lotion
Betameson 0.05%
Betameson N 0.1%+0.5%
Betameson-CL 50mg+1gm/100gm
Betamycin
Betanem IV 500mg/vial
Betanem IV 1gm/vial
Betanic 6mg+200mg+50mg
Betanol 100mg
Betanol 25mg
Betanol 50mg
Betanol-A-25 5mg+25mg
Betanol-A-50 5mg+50mg
Betanosol-N 0.1%+0.5%
Betaone 50mg
Betaone 25 25mg
Betapress 50mg
Betapro 10 10mg
Betapro 2.5 2.5mg
Betapro 5 5mg
Betasec 50mg
Betasef 250mg
Betasef 500mg
Betasef 100mg/5ml
Betasef 125mg/5ml
Betasef DS 250mg/5ml
Betaseptic 0.5%+70%
Betasil 1.5gm/100ml
Betason N
Betastin 1.5mg/100ml
Betatin 8mg
Betatin 16mg
Betaval 0.01%
Betaval-N
Betavate CL 100mg+1gm/100gm
Betavate N 0.1%+0.5%
Betavet 100mg/100gm
Betmira ER 25mg
Betmira ER 50mg
Betnoson 100mg/100gm
Betnova 0.1%
Betnova-N
Betnox 2.5% 2.5gm/100gm
Betol 0.05gm+).005gm/100gm
BetriXa 40 40mg
BetriXa 80 80mg
Betricin 100mg/100ml
Betricin N 0.1%+0.5%
Betson 0.05%
Betson CL 0.05%+1%
Betson CL 0.1%+1%
Betson N
Betson-N 5ml Eye Drop 100mg+500mg/100ml
Beucal D 500mg+200IU
Beuflox 125mg
Beuflox 300mg/100ml
Beuflox 250mg
Beuflox 500mg
Beuflox 750mg
Beuflox 250mg/100ml
Beuflox D 0.3%+0.1%
Beuflox IV 200mg/100ml
Beuflox Susp 250/5ml
Bevacimab 400mg/16ml
Bevacimab 100mg/4ml
Bevastim 400mg/16ml
bevastim 100mg/4ml
Beviprex 9mcg+4.8mcg
Bevit
Bevixa 100 100mg in 4ml
Bevixa 400 400mg in 16ml
Bexan 500mg
Bexan 125mg
Bexen 500mg
Bexen125mg/5ml
Bexidal 50mg
Bexipred 1gm/100ml
Bexipred 10 10mg
Bexipred 20 20mg
Bexipred 5 5mg
Bexitrol 25mcg
Bexitrol F 25mcg+125mcg
Bexitrol F 50mcg+500mcg
Bexitrol F 25mcg+250mcg
Bexitrol F 50mcg+100mcg
Bexitrol F 25/250 
Bexitrol F 25/50 
Bexitrol F 50/100
Bexitrol F 50/250 
Bexitrol HFA 25mcg
Bexovid 150mg+100mg
Bexsul 60mg+30mg/gm
Bextram GOLD
Bextram Silver
Bextram Teen HM
Bextram Teen HR
Bextram Kidz
Bezol 400mg
Bfenac 90mg/100m
Bic F
Bical 50mg
Bicalon 50mg
Bicozen 5mg+10mg
Bicozin
Bicozin I
Bidip 5mg
Bidip 10mg
Big-B
Biganib 90mg
Bigmet 500mg
Bigmet 850mg
Bigmet XR 500mg
Bilamin 20mg
Bilan 12.5mg/5ml
Bilan 2.5mg/ml
Bilan 20 20mg
Bilan Kids 10mg
Bilanex 20 20mg
Bilargo 20mg
Bilargo 10mg
Bilargo OS 2.5mg/ml
Bilasi 20 20mg
Bilastin 20mg
Bilastin 12.5mg/5ml
Bilastin Kids 10mg
Bilaxe 20mg
Bilco 15mg/5ml
Bilco 6mg/ml
Bilfast 20mg
Bilicir 150 150mg
Bilicir 300 300mg
Bilista 20 20mg
Billsta Kids 10mg
Billi 12.5mg/5ml
Billi 20mg
Billi Meltab 10mg
Biltin 20mg
Biltin 10mg
Biltin 2.5mg/ml
Bilxen 20mg
Bimaprost 0.03gm/100ml
Bimatol 0.03%+0.5%
Bimator 300mcg+5mg/ml
Bimolet 200mg+500mg/100ml
Bimuty DS 10mg/5ml
Bimuty Disp
Binafin
Binoclar 125mg/5ml
Binoclar 250mg
Binoclar 500mg
Binoclar 250 DS 250mg/5ml
Binzotim 1gm+500mg/100ml
Bio-7 100mcg
Bio-Oralsaline
Biocal D 500mg+200UI
Biocal DX 600mg+400IU
Biocap-100 100mg
Biocap-50 50mg
Biocef 125mg/5ml
Biocef 250mg
Biocef 500mg
Biocid 250mg+500mg
Biocid MH 175mg+100mg
Biocid PLUS 
Biocid Plus 400mg+400mg+30mg
Biocin 2mg/5ml
Biocin 4mg
Bioclavid 250mg+125mg
Bioclavid 500mg+125mg
Biocalvid 875mg+125mg
Biocort 1gm/100ml
Biocox 90mg
Bioderm 500IU+5mg/gm
Biofavi 200mg
Biofenac 100mg
Biofez 150mg+500mg+22.5m
Biofol 15mg
Biofol 5mg
Biogold
Biolina Plus 2.5mg+850mg
Biomec 6mg
Biomec 12mg
Biomo Lipon 600mg
Biomonas 10mg
Bionaprox Plus 20mg+500mg
Bionex 500mg
Bionic 1mg+100mg+100mg
Bionic
Biopen VK 125mg/5ml
Biopen VK 250mg
Bioplex-B
Biorolac 10 10mg
Bioron 200mg/5ml
Biorub 2.5gm/100ml
Biotid 150mg
Biotrex 40mg/5ml
Biotrim 200mg+40mg/5ml
Biotrim 400mg+80mg
Biotrim DS 800mg+160mg
Biovit
Biovit E 200mg
Biovit GOLD
Biovit M
Biovit PD
Biovit PN
Biovit Plus 
Biovit SILVER
Biovit-I
Bioxim 100mg/5ml
Bioxim 200mg
Bioxim DS 200mg/5ml
Bioxon 1 1gm
Bioxon 2G IV 2gm
Bioxon 500 500mg
Biozinc 10mg/5ml
Biozinc
Biozinc-B
Biozinc-I
Biozine-B
Biozine-I
Biozyl 200mg/5ml
Biozyl 400mg
Biozyl IV 500mg/100ml
Bipinor 5mg
Bipinor 2.5mg
Biron PLUS 
Bisacodyl 5mg
Bislol 10mg
Bisol 2.5mg
Bislol 5mg
Bislol 1.25mg
Bislol Max 2.5mg+5mg
Bislol Plus 10mg+6.25mg
Bislol Plus 5mg+6.25mg
Bislol Plus 2.5mg+6.25mg
Bislor 20mg
Bisocam 2.5/5 2.5mg+5mg
Bisocor 5mg
Bisocor 2.5mg
Bisocor Plus 2.5/6.35 
Bisocor Plus 5/6.25 
Bisofar 2.5 2.5mg
Bisofar 5 5mg
Bisoliv 2.5 2.5mg
Bisoliv 5 5mg
Bisoloc 2.5mg
Bisoloc 5mg
Bisonat 2.5mg
Bisopol 2.5mg
Bisopol 5mg
Bisopol A 2.5mg +5mg
Bisopress 2.5mg
Bisopress 5mg
Bisopro 2.5mg
Bisopro 5mg
Bisopro Plus 2.5mg+6.25mg
Bisopro Plus 5mg+6.25mg
Bisopro-A 2.5mg+5mg
Bisoren 2.5mg
Bisoren 5mg
Bisoren M 2.5mg+5mg
Bisoren M 5mg+5mg
Bisoren Plus 2.5 2.5mg+6.25mg
Bisoren Plus 5 5mg+6.25mg
Bisotab 2.5mg
Bisotab 5mg
Bisotab 10mg
Bispep Oral Suspension 1.75gm/100ml
Bisten 10mg
Bisten 5mg
Bisten 10mg
Bisten 2.5mg
Bisten Plus 2.5mg+6.25mg
Bisten Plus 5mg+6.25mg
Bisten Plus 10mg+6.25mg
Bisu 10mg
Bisu 2.5mg
Bisu 5mg
Biva 250mg/5ml
Bivacyn
Bivara 10mg/ml
Bivara 25mg
Bivara 50mg
Bizi 50mg+20mg+2mg+2
Bizoran 5mg+20mg
Bizoran 5mg+40mg
Bizoran 10mg+20mg
Bizoran 10mg+40mg
Blast 20mg
Blast 10mg
Bleocin 15mg/vial
Bleonix 15unit/vial
Blextin 20mg
Bliss 75 75mg
Bloatnil 67mg/ml
Blocid (100mg+500mg)/5ml
Block-T 500mg
Block-T IM/IV 500mg/5ml
Bludrop
Bn Sterile 0.1%+0.5%
Bomaz 3mg
Bomi L 300mg
Bonacal 500 1250mg
Bonacerin 50mg+750mg
Bonaid 150mg
Boncal 1250mg
Boncal-D 500mg+200 IU
Boncare 150mg
Bondrix 150mg
Bondronat Vials 2.25mg
Bondronat Vials 1.125mg
Bondronat Vials 6mg/6ml
Bondrova 150mg
Bondrova 3mg/3ml
Bone Guard 150mg
BoneStar 150mg
Bonec 500 1250mg
Bonemas 70mg
Bonemass D 70mg+2800 IU
Bonfix 150mg
Bonflex 200mg+250mg
Bongel .01gm+8.714gm/100gm
Boni 1250mg
Boni D 500mg+200 IU
Boni Gold 400mg
Boni LG 500mg+200IU
Boni LGX 600mg+400IU
Boni M 600mg+200IU
Bonizol IV 5mg/100ml
Bonmax 150mg
Bonmax D 500mg+200IU
Bonova 150mg
Bontiv 50mg+750mg
Bontonic 600mg+200IU
Bonviva 3mg/3ml pre-filled syrin
Bonwell D 500mg + 200IU
Bopam 3mg
Bortez 1 1mg/vial
Bortez 2 2mg/vial
Bost 100mg+200mg+200mcg
Bost IM 100mg+100mg+1mg
Botox 100 Units
Boxitrol 400IU+ 3.5mg+5000IU
Boxol 15mg/5ml
Boxol 6mg/ml
Boxol SR 75mg
BP Zinc 20mg
BP-Xit
BP-Z 500mg
BP-Z 200mg/5ml
BPCAL D 500mg+200IU
Bp Forte
Bpcal 500 1250mg
Bpcal M
Bpcare 160mg
Bpcare 800mg
Bpclox 125mg/5ml
Bpdon 10mg
Bpdox 100mg
Bpfort
Bpfort M
Bpmox 125mg/5ml
Bpmox 125mg/1.25ml
Bpnol PLUS 5/50 5mg+50mg
Bptetra 250mg
Bptrol 10mg
Bpxen 250mg
Bpxen 500mg
Brace 125mg/5ml
Brace 250mg
Brace 500mg
Breasy 10 10mg
Breasy 5 5mg
Breathlin SR 200mg
Bredicon 75mcg
Bredox 200 200mg
Bredox 400 400mg
Breon 25mcg+200mcg
Breon 25mcg+100mcg
Breton 1mg/5ml
Breton 2mg
Brexi 1mg
Brexi 0.5mg
Brezofil 400mg
Brezofil 200mg
Brezofil 100mg/5ml
Bricasol 2.5mg/ml
Bricoma 0.2%
Brigacent 180mg
Brigacent 90mg
Brimo .2%
Brimodin .2%
Brimodin Plus 200mg+500mg/100ml
Brimolol 200mg+ 500mg/100ml
Brimopres 0.2%+0.2%
Brindin 1%+0.2%
Brinop 1%
Brinz 10mg/ml
Brinz T 1%+0.5%
Brinzopt 1%
Brirel 90mg
Bristol Gold
Brite 0.01%+4%+0.05%
Briva 25mg
Briva10mg/ml
Briva 50mg
Brizy 1mg/5ml
Brizy 1mg
Brizy 2mg
Brizy 100ml
Broad 2mg/5ml
Brocast 10mg
Brocast 5 mg
Brocef 500mg
Brocef 250mg
Broculyt 15mg/5ml
Brodactam IV 4.5mg
Brodamox 125mg/5ml
Brodamox 250mg
Brodamox DS 500mg
Brodil 2mg/5ml
Brodil 2 2mg
Brodil 4 4mg
Brodil Acucap 200mcg
Brodil HFA 100mcg/puff
Brodil HFA Refill 100mcg/puff
Brodil Levo 1mg/5mg
Brodil Levo 1mg
Brodil Levo 2 2mg
Brodil Levo HFA 50mcg/Metered Inhalation
Brodil RS 5mg/ml
Brodil SR 8mg
Brodrine 30 30mg
Brofen 400mg
Brofex 10mg/5ml
Brohexin 4mg/5ml
Brohexin 8mg
Broket 1mg
Broket 1mg/5ml
Broklin 50 50mg
Broklin 75 75mg
Brokof 4mg/5ml
Brolox 2mg/5ml
Brolox 2mg
Brolox 4mg
Brolyt 4mg/5ml
Brolyt 4mg
Brolyt 8mg
Brom 3mg
Bromapam 3mg
Bromax 3mg
Bromazep 3mg
Bromazepam 3mg
Bromergon 2.5mg
Bromex 4mg/5ml
Bromex 8mg
Bromfenac 0.07mg/ml(0.7mg/ml)
Bromid 20mg
Bromid 10mg
Bromnac .09%
Bromocriptin-Richter 2.5
Bromocriptine 2.5mg
Bromodel 2.5mg
Bromofen 90mg/100ml
Bromol 1mg
Bromol 2mg
Bromolac 2.5mg
Bromolit 4mg/5ml
Bromotex 4mg/5ml
Bromoxol DS 4mg/5ml
Bronchodex 4mg/5ml
Bronchosil 15mg/5ml
Broncomet 8mg
Broncomet 4mg/5ml
Broncotrol 2mg/5ml
Broncotrol 4mg
Brondyl 2mg/5ml
Bronil-S 2mg/5ml
Bronium 3mg
Bronkolax 2mg/5ml
Brospan 20mg/ml
Brospan 10mg
Brostin 4mg/5ml
Brostin DS 8mg
Brox 15mg/5ml
Broxidil 15mg/5ml
Broxine 4mg/5ml
Broxolin 15mg/5ml
Broxolit 15mg/5ml
Broxolit 6mg/ml
Broze 3mg
Brozep 3mg
BS 6%+3%
BSH 90mg/100ml
BSS GV Ocular 48mg+30mg+75mg+3
Btiron TR
BUPI Plain Inj 0.5%
Bucod 150mg/100ml
Bucod SR 50mg
Budefort 400mcg+12mcg
Budefort 200mcg+6mcg
Budefort 100mcg+6mcg
Budemet 100 ConviCap 100/6mcg
Budemet 200 Convicap 200/6mcg
Budemet 400 Convicap 400/12mcg
Budeson 200mcg
Budetide 0.5 500mcg/2ml
Budetide 1 1mg/2ml
Budetrol 12/400 Mycap 
Budetrol 6/100 Mycap 1
Budetrol 6/200 Mycap 200mcg+6mcg
Budicort 100mcg
Budicort 0.25mg/2ml
Budicort 0.5 0.5mg
Budicort ER 9mg
Budison 500mcg/2ml
Budison F 160 160mcg+4.5mcg/Puff
Budison F 80 80mcg+4.5mcg/Puff
Bufen 100mg/5ml
Bufen SR 300mg
Buflex 500mg
Buflex 750mg
Bufocort 200 200mcg+6mcg
Bufocort 400 400mcg+12mcg
Bugesic 200mcg
Bukof 150mg
Bulex 7.5mg/5ml
Bumecard 5mg
Bumecard 2mg/4ml
Bumecard 1mg
Bundural 6 Lac 6 lac Unit/vial
Bundural LA 12 Lac 12 Lac Unit/vial
Bupec 7.5mg/5ml
Bupec 150mg/100ml
Bupi 5mg/ml
Bupy Heavy 20mg+320mg/4ml
Bupicaine Heavy 0.5%+8%
Buprocaine 0.4%
Buprocane
Burat SR 50mg
Buratuss 7.5mg
Buratuss 5mg/ml
Buratuss 50mg
Burna 1% 1%
Burnaid 1%
Burndel 1%
Burnless 1%
Burnrid 1%
Burnsil 1% 1%
Buscon 20mg/ml
Buscon 10mg
Busper 10mg
Busper 5mg
Buta 2mg/5ml
Butabrom 10mg
Butacit 7.5mg/5ml
Butacit 5mg/ml
Butacod 150mg/100ml
Butacod 50mg
Butakof 150mg
Butakof 50mg
Butalin 2mg/5ml
Butalin 4 4mg
Butapan 20mg/ml
Butapan 10mg
Butapan 20mg
Butapan 20mg
Butaret 150mg
Butaret 500mg/100ml
Butaret 50mg
Butaret SR 50mg
Butasiv 50mg
Butasiv 7.5mg/5ml
Butasiv 5mg/ml
Butason 10mg
Butibac 1.8gm/100ml
Butibac 400mg
Buticef 1.8gm/100ml
Buticef 400 400mg
Butil 150mg/100ml
Butinib 140mg
Butol 2mg/5ml
Buviren 400mg
Buzz
Buzz 20mg+2mg+2.75mg+
Bupropion 150mg
Byloza 20mg
Cab 5 mg
Cabanib 20 mg
Cabanib 80 mg
Cabazol 1%
Caber 0.5 500 mcg
Cavergol 0.5 mg
Caberol 0.5 mg
Cabita 500 mg
Cabolac 500 mcg
Cabolin 0.5 mg
Cabonate 500 1250 mg
Caboxen 20 mg
Caboxen 80 mg
Caboz 250 mg
Caboz 20 mg
Cabretol 100 mg/5 ml
Cabretol 200 mg
Cabretol CR 200 mg
Cac EFF 327 mg + 1 gm + 500 mg
Cac-1000
Cadmin 500 mg+200 IU
Cadmin PLUS
Cadolin 500 mg+200 IU
Cadosil 500 500 mg
Cadosil LD 
Caf-N 65 mg + 500 mg
Caface 500 mg + 65 mg
Cafceta 500 mg + 65 mg
Cafecool Plus 500 mg + 65 mg
Cafedon 500 mg + 65 mg
Cafenol 500 mg + 65 mg
Cafeta 500 mg + 65 mg
Caffo 500 mg + 65 mg
Caftadin 0.25%
Caftalast 0.25%
Caftyl 500 mg + 65 mg
Caid 100 mg
Caid 75 mg
Cal 250 625 mg
Cal 500 1250 mg
Cal D
Cal D PLUS
Cal Up 1250 mg
Cal X 12 mg/sachet
Cal-Aid 500 mg
Cal-D-Zen 500 mg + 200 IU
Cal-x 6.5 g
Calac 300 mg
Calamilon (15 gm + 5 gm)/100 ml
Calamin M 15 gm + 5 gm/100 ml
Calamine 15 gm + 5 gm/100 ml
Calate 300 mg
Calbeta 5 mg + 50 mg
Calbo 500 500 mg
Calbo C 327 mg + 1 gm + 500 mg
Calbo D 500 mg + 200 IU
Calbo JR 250 mg
Calbo-D Vita 600 mg + 400 IU
Calbon 500 mg
Calbon D 500 mg + 200 IU
Calbo 
Calboplex 600 mg + 200 IU + 7 mg
Calboral-D 500 mg + 200 IU
Calboral-DX 600 mg + 400 IU
Calbostar 400 mg
Calbostar 740 mg
Calbotol 1200 mg + 0.25 mcg
Calcar-D 500 mg + 200 IU
Calcarb 500 1250 mg
Calcefer EFF 327 mg + 1 gm + 500 mg
Calcent 100 mg
Calcheck 5 mg
Calcheck PLUS 5/50 5 mg + 50 mg
Calci 100 mg/2 ml
Calci-D 125 mg
Calci-D Plus 500 mg + 200 IU
Calcibex 1250 mg
Calcibo 500 mg
Calcibo D 500 mg + 200 IU
